,ID,Gormiti_Type,Nature,Deadly,Growth_rate,Attack,Strength,Ray,Ability,Against_Fire,Against_Meka,Against_Lava,Against_Wind,Against_Rock,Gormiti_Land
15,c7b8aabf-8b9d-4a7d-9265-869d857b2919,Fire,Good,Yes,Fast,Yes,50.0,Omega,Meka energy,2.932785169058132,-1.151546685782943,1.1762850409724437,-3.2237036584172594,0.8987602142940285,Windland
16,9a1c23bc-4475-40eb-abc1-f43346f49bf8,Wind,Evil,Yes,Fast,No,45.0,Omega,Meka energy,-2.0988618686107547,-1.0857850025333389,-1.7906917648399063,-1.2038977252124279,0.11519267902994978,Rockland
17,9c572907-9e36-43a3-819b-8355bd71f8ce,Wind,Good,No,Slow,No,51.0,Gamma,Meka energy,0.8865342315447966,-2.4598129080663433,1.4145329728523248,4.287908553278006,-1.5302242989690673,Iceland
18,58087471-feb3-48bb-8311-ae3697232407,Aoki,Evil,Yes,Slow,Yes,47.0,Gamma,Meka energy,-0.006277710131998848,0.022337580484969255,2.044916964570513,0.22156572287944654,-3.148502454033026,Windland
19,1c38e01c-d794-4493-ba65-d3700015a884,Sea,Evil,Yes,Medium,Yes,53.0,Gamma,Dark bullets,2.3778796338294548,0.2785911305179012,-0.8043237158377566,3.302004709346945,-1.9940566407339393,Iceland
20,ab2ba895-4077-467a-9e86-3d359a8454a1,Sea,Good,Yes,Fast,No,58.0,Beta,Dark bullets,0.2353667431823161,-1.268917248813462,0.358235482806736,0.3609427394604583,-0.2533079862714154,Fireland
21,16b8f234-2535-4c10-a9bf-0283fda47b6e,Fire,Good,No,Fast,Yes,37.0,Alpha,Burning energy,-1.06123424984498,-1.8219028790762328,-2.2116549175545828,0.5850789020459861,-4.576715601283503,Rockland
22,9ea0f978-6d1d-4d5d-9f69-cbab5a4f6e9f,Sea,Evil,Yes,Fast,No,42.0,Beta,Meka energy,1.0536457640571781,0.10471641172892387,-0.8230494931727546,3.6671688473815034,-2.232247075866126,Iceland
23,db549668-026a-4406-aa49-a4f7aca75c31,Sea,Good,No,Slow,Yes,42.0,Beta,Meka energy,-0.48693842402216214,0.4146246712567092,-1.523168016817997,1.2875075957301991,3.708071267477504,Fireland
24,38443408-926b-4698-b5ac-d7c9d11ddc45,Fire,Evil,Yes,Fast,Yes,43.0,Omega,Meka energy,-1.0681644541095454,2.0023537859721845,-4.47766212239141,0.8223407096990131,-1.980351206936536,Iceland
25,db1596d5-37fb-407b-98e2-434676b02118,Wind,Evil,No,Medium,Yes,41.0,Beta,Dark bullets,0.19376912919805245,-2.0251523640305162,-0.6092883935284379,0.47139673955240113,-0.895860526081679,Iceland
26,1e9af577-0b51-475f-b50a-a8c8b1c31fee,Rock,Good,No,Medium,Yes,67.0,Gamma,stalagmites,-0.3426173615788006,-1.2791705149967354,-0.3532476584985873,-1.772448777614005,2.3196159588478245,Windland
27,e3771835-e658-46d2-a863-ff6f7bf0e975,Wind,Good,Yes,Medium,Yes,44.0,Omega,Meka energy,1.243538878847375,-0.6529992126964461,0.9920330084410289,-1.7570815132883935,-0.21229584224582776,Rockland
28,c03966d7-9c4d-4cbd-a46e-9758f293db4f,Wind,Evil,Yes,Slow,Yes,43.0,Beta,Meka energy,1.337410379134953,-0.7212914782979315,0.6048788946134345,-2.6252663874700426,-0.16966332676834828,Fireland
29,3d5ae9b4-c663-446c-9aec-e388074849c6,Fearsome Darkens,Evil,Yes,Fast,No,66.0,Omega,Dark bullets,-2.77865373087253,-0.8988086553377896,-2.105353300579077,-1.4223428454436462,-0.7667616363973258,Rockland
30,3a150ddd-b891-4efe-9ef5-2992f75ec083,Sea,Evil,Yes,Medium,No,39.0,Gamma,Meka energy,-1.5271590435351314,-1.7190009019925605,-1.2692573458127145,0.18598643179159713,-1.1336027901188452,Rockland
31,8cf7874e-0095-4148-b94d-73d5439c4e24,Ice,Good,Yes,Slow,Yes,39.0,Beta,Meka energy,1.7427837514038167,-1.736714738687838,0.6978270407581922,-0.7560036686194793,-1.3676777625360295,Windland
32,929fc48a-3775-4290-84cd-0d84dde0e0f2,Sea,Good,No,Fast,Yes,38.0,Omega,Meka energy,-1.0366517398451411,-2.65319886371834,-1.338084635681711,-0.7868683865803647,-0.18313450707513357,Iceland
33,3403896c-e50f-4b69-a2ed-2ff8689c80b1,Wind,Good,No,Fast,Yes,66.0,Omega,stalagmites,0.6435360122450919,-0.6340593432379517,-1.8171399867326907,0.3464201461904386,2.905934392994573,Fireland
34,4d2cc956-ef28-4b7e-b7fa-e41b45b52c3c,Ice,Evil,Yes,Medium,Yes,55.0,Gamma,Magical light power,0.7224566773156205,-0.9753812630656026,0.31978432392231926,-0.7364324807292831,-1.5541649833321913,Rockland
35,c31e2657-e1a2-40e1-b0c7-e49aab499401,Aoki,Good,No,Slow,Yes,51.0,Omega,Meka energy,1.5786938342646217,-0.3416775791594552,-2.7887212378377093,-0.6590847095373398,-1.3574830610206343,Iceland
36,298966c8-ece2-45e9-8005-153272813b49,Meka,Evil,Yes,Medium,Yes,64.0,Omega,glacial power,2.317364104489797,-1.2477165412405327,0.1396019892939253,-3.940596555786552,-1.9457147343253607,Fireland
37,78989b94-a144-488e-9fa3-478821a390b9,Wind,Good,Yes,Slow,Yes,52.0,Beta,Dark bullets,-0.6826100546473759,-2.802126051972117,-0.7148063309966233,-0.46790181484081117,0.516905223926701,Fireland
38,60dff1d7-3dab-419c-8e5f-54fbad72e0af,Ice,Good,No,Slow,No,56.0,Gamma,glacial power,0.6475220975756166,-1.3067532089155716,1.2409505171439204,-0.6962633219330763,0.9158848667105177,Rockland
39,1a27e8d4-886d-4fa0-b7e6-d162dd6352ac,Sea,Evil,No,Slow,No,51.0,Omega,Meka energy,1.5931813006253277,-0.3671098846893529,-1.4437839754283774,-0.4723641756076087,-0.020857322260631972,Iceland
40,e452bbf5-bba9-4104-b9b8-032f755bdbd9,Ice,Good,Yes,Medium,No,55.0,Beta,stalagmites,1.5535699495464557,-1.8660058743425592,0.10081530223329715,3.4189888416109304,-1.8240703211974498,Iceland
41,f4bd1469-640e-46ed-9364-1de23f7d7631,Aoki,Good,No,Medium,Yes,49.0,Omega,Meka energy,-0.6287595874134047,-0.4100967436554527,1.5812366367036867,0.47534805521581025,-0.890041081571696,Windland
42,88f49874-2fdb-47b8-a1fb-df0e68347585,Ice,Evil,No,Medium,Yes,66.0,Alpha,Dark bullets,-1.7559748932643255,-2.1756135193706254,-2.1303825357477377,-0.07491432347239335,-3.3898348091727875,Rockland
43,110b0411-eabc-4c8d-ae2a-fd0c20e89c9f,Aoki,Good,No,Fast,No,36.0,Gamma,stalagmites,3.6789484449472827,-0.6640934562770147,-0.3582303595512296,1.6071707935640995,-1.1248337288097454,Iceland
44,c4bcdb63-01c0-47af-8edc-44741a9b7ccd,Rock,Good,No,Slow,No,40.0,Beta,Dark bullets,1.0048523712867505,-2.3971765779173704,-0.49480442680730063,1.2250434001305823,-0.27486748895288216,Iceland
45,3ca6c8e3-e458-454e-b259-09bee78e8913,Rock,Evil,No,Fast,Yes,59.0,Alpha,Magical light power,0.8030150515147572,-0.1174558365644105,0.1441491746893735,-1.8849070395157783,0.5283704344155216,Fireland
46,f1feba90-d616-4949-9676-5d9d86d4fb0c,Aoki,Good,Yes,Medium,No,56.0,Omega,glacial power,1.4069697946678763,-1.67770056130498,0.9384747618982894,-0.6275255769513637,-0.533633327759034,Iceland
47,6e7ed3d0-6465-4ec3-aa77-c1bf3f0a5f60,Lava,Evil,No,Medium,No,66.0,Beta,Meka energy,2.039386595503458,-0.09437464683854857,-1.894325714042984,2.127702226575099,-1.9469161000546773,Iceland
48,d7fca5c1-d9a9-44db-a1e5-d0cc23ae0b98,Ice,Good,Yes,Fast,Yes,44.0,Beta,Meka energy,1.1411491752794733,-3.617658795886483,-1.882851790769955,-3.9696413129588195,-0.7464722856771435,Fireland
49,66207913-a69a-4b77-8395-a92c34fe48ff,Ice,Evil,No,Fast,Yes,55.0,Beta,Burning energy,0.6433496024083423,-0.020709873635753828,0.051880458909320026,0.35619870776121987,1.6320863473372216,Fireland
50,d8dbd60d-5ea9-4ba1-8341-6618a3450443,Fire,Good,Yes,Slow,No,55.0,Alpha,Magical light power,1.0891571187449391,-3.300408637337593,1.1830527582283343,1.6790158575566045,-0.9524626707755178,Iceland
51,94749121-69cc-4d20-adb3-bd77a6d26d32,Wind,Good,Yes,Medium,Yes,40.0,Gamma,glacial power,2.1024895591346855,-2.0220626759468656,0.2759259709483797,3.191401633004977,-1.7392695049103581,Iceland
52,13c99e67-cc26-487a-8728-ac52763f7ec2,Fire,Good,Yes,Medium,No,66.0,Omega,Meka energy,1.5627756464468412,0.35753044168261305,-0.33905068293472884,-1.2288778581575095,-0.5141451081007629,Fireland
53,97373dee-c792-40f2-8365-c089f0f3e899,Sea,Good,No,Fast,No,44.0,Gamma,Burning energy,-0.44588862187815625,-1.8947680215841487,-0.6951623353611771,0.8476629599407617,-2.013084784407395,Rockland
54,a4b8c99d-acc5-44b7-a561-aa06a3472f31,Meka,Evil,No,Fast,No,36.0,Alpha,Burning energy,0.7812340300510877,0.2804704783563676,2.329712315478229,-1.1599209424098178,-1.7719543991248279,Windland
55,f7095bd7-9552-44f7-a143-d9dc556b1789,Fire,Good,Yes,Slow,Yes,50.0,Beta,Magical light power,1.855011545896541,-1.0576898235862973,-0.4148083813548843,-0.46982847181799237,-0.16448197253670804,Iceland
56,5e869aa7-baa6-4e81-81cd-9e812ce417b6,Wind,Good,No,Slow,No,53.0,Omega,Burning energy,1.6470777747200036,-0.8637148859859449,0.9096964469489359,-2.3771615467894907,0.40616695637194256,Windland
57,082246c6-91f8-48dc-8b35-9d4596aedb2e,Sea,Good,No,Slow,No,54.0,Omega,Meka energy,2.509579485356797,-1.853424923641581,0.07681673899061048,-2.9036643543838117,0.514295276373929,Windland
58,478c02f7-acc2-49af-8e16-aeaa01611364,Sea,Good,No,Fast,Yes,43.0,Gamma,glacial power,2.7509873898049237,2.2437761170797073,-2.4640105841345066,-1.4852284835290646,3.8555435522862913,Fireland
59,9b7f56ad-f073-4402-86cd-1b1a0d0bf7b3,Wind,Good,Yes,Slow,No,36.0,Omega,Meka energy,0.797088123171391,-4.481591505985599,-1.1528568227227323,-3.90248770971678,-3.1268025324468534,Fireland
60,56ff8c72-6ebd-4c38-9df1-bf33be2a6fc7,Wind,Evil,Yes,Medium,No,54.0,Omega,Dark bullets,0.026990344090069174,-2.536322476493578,-0.03195949869518799,-1.7311201393144482,-2.4105365101831224,Fireland
61,c2b3cd09-be01-4b54-a774-3a469161a208,Aoki,Evil,No,Medium,No,60.0,Omega,glacial power,3.7785243485847455,-1.522348233671491,1.5921873230128263,-1.5538791640528733,-3.799949362077869,Windland
62,e2e63ab5-496f-4e2c-8844-3e4be93ab49f,Lava,Good,No,Slow,Yes,57.0,Omega,Meka energy,-0.11592653954902843,0.2629233813395522,0.07836016558668724,-3.2470826232532457,1.5429113958851923,Rockland
63,846f1285-f49b-41c3-bb76-ded6be6ab0ca,Ice,Evil,No,Slow,Yes,62.0,Gamma,Burning energy,-0.36795417462424695,-1.0241954950515646,0.9529357804094085,0.8046457421386615,-2.4404070903890895,Windland
64,1d5b8d83-00c0-4120-9cb5-76d23c320c21,Aoki,Evil,Yes,Fast,No,54.0,Gamma,Meka energy,0.8482564593591162,0.3434195893263059,1.9028221973732538,-2.1009680646792797,-1.1624439748993256,Windland
65,9848bf07-48e5-4ef1-9199-5efee42335a0,Ice,Good,Yes,Medium,No,53.0,Beta,Dark bullets,1.6280935431439376,-2.096448438920566,0.6486621590299582,2.659799467747005,-0.8500044935019557,Iceland
66,86974cf1-2b0c-424f-a6c7-041641eb64b6,Fearsome Darkens,Evil,Yes,Slow,No,39.0,Alpha,Meka energy,2.0025229629025763,-2.1226851964939533,-0.856335529113729,-1.5901729093049606,-0.20423390731568292,Fireland
67,5312de3e-3f95-4e0e-a4eb-86ba0c046d24,Fire,Good,Yes,Slow,No,51.0,Omega,Dark bullets,0.9929430688097626,1.2014014130461805,-1.0919323912765182,-1.4886816811156651,2.1969612750550587,Fireland
68,9edd2048-a1d0-493c-bf8f-e7d98055f986,Wind,Evil,No,Slow,No,44.0,Beta,Dark bullets,-0.005981783166509214,-2.70714341434073,0.04813204999179521,1.8962312018438374,-0.2605891513074339,Iceland
69,b1418261-69b9-4e6d-85a5-8d69914f5946,Lava,Evil,No,Fast,Yes,39.0,Gamma,glacial power,1.1216832679695434,-0.06736472183218556,-1.0156683566114473,2.546627721656338,-1.474240623179011,Iceland
70,005ab16a-765e-451b-aa31-3f4b4371d445,Rock,Good,No,Fast,No,56.0,Alpha,stalagmites,-0.01236678773404254,1.097360844239692,-3.878703060529072,-0.3357151753851255,-0.9618530734780898,Iceland
71,10f05f9d-e582-4108-892f-4a836057eedf,Rock,Evil,No,Fast,No,62.0,Omega,Dark bullets,-1.5423042353349334,-1.1344490045792293,-1.2484865702256505,1.8671772437203051,-1.0634491316563566,Rockland
72,1e960aae-770f-4a68-a87e-b837db2bf901,Fearsome Darkens,Good,No,Medium,No,58.0,Omega,stalagmites,-1.1319473079285158,-0.2763742350545044,-0.8905557751161881,-0.6412701246296091,0.14293982207167488,Rockland
73,98559a6e-7cd7-4f57-b0b9-32b9c407651a,Fearsome Darkens,Good,No,Fast,Yes,55.0,Alpha,Burning energy,-0.36324516253498307,-0.25764592385937446,1.4122543625532527,-0.09655209190229941,-1.8415997542299594,Windland
74,38dcb2a7-20a1-4c83-8fe2-aa4607cc32c0,Ice,Good,No,Fast,Yes,53.0,Omega,Dark bullets,0.34259500561646794,-1.2419930646870894,0.31797695906924817,-0.8717462775161529,-0.7235760420385711,Windland
75,f9c58543-ac49-42a8-9238-1ac1ecbb3def,Lava,Good,No,Medium,No,37.0,Omega,Meka energy,1.8336480808351392,-1.604698202767476,1.3940535524900457,0.032369759829042444,-2.1586426703185033,Windland
76,3ba7ad39-2835-4f26-9e7c-3cf81f8c00ba,Lava,Evil,Yes,Slow,No,62.0,Omega,Burning energy,3.191068891869413,0.4154135863918631,-2.143671761784649,-1.8891515450100629,2.1985463175155084,Fireland
77,3050c67e-e50e-4869-9efb-0cc2f51f784b,Meka,Evil,No,Medium,No,64.0,Omega,Meka energy,0.430352263483025,-0.0765377082117934,0.5489067733719277,-2.8207782331408136,0.7292508512480875,Rockland
78,49cc4488-ae26-42e9-b334-c13571e1e0b6,Aoki,Good,No,Medium,No,36.0,Beta,Dark bullets,-0.5626682784164823,-0.9420755260793475,-1.2139040586567105,-0.9629190482177923,-2.1492891476951854,Rockland
79,6041276a-5179-41eb-aecc-527ab3b97648,Aoki,Evil,Yes,Slow,Yes,41.0,Omega,Dark bullets,-1.138123847649163,1.6519908537147487,-2.9021711627277442,1.9368290900982497,-2.303732622613418,Iceland
80,1ceaa88e-aaff-4e38-a7ef-4244da516eef,Rock,Evil,No,Slow,Yes,60.0,Gamma,Magical light power,0.013352429037834401,0.05861737872747086,-0.6388781928930256,3.253719883159133,-0.9737032310046011,Iceland
81,f9427f96-a2b4-4b6b-a37e-47d187f94f3e,Wind,Good,No,Slow,Yes,42.0,Omega,glacial power,-1.2247045565813632,-3.3663902962176713,-1.2250844625087685,0.5897949378480851,-2.2180336459542884,Rockland
82,238ff467-f6ed-4924-b66c-f3c0dbfb181f,Sea,Evil,Yes,Fast,Yes,67.0,Gamma,Magical light power,-2.0845059997566793,-1.2404476452842592,-1.9403221160828008,-0.3767127597092953,-1.9447512369985707,Rockland
83,24c99a28-6eaf-4ec4-8fd7-081e9781f94f,Rock,Good,No,Medium,Yes,42.0,Omega,Magical light power,-1.0250693466203855,-0.12764286638976907,-0.8665797901335719,-2.991324339360004,0.08887190379788068,Rockland
84,d36cb66c-8962-4705-bf71-ff21902817a5,Meka,Good,No,Medium,Yes,53.0,Beta,Magical light power,-0.036836496290184595,-0.8785775626227701,0.143834355077467,-0.4141956141094508,-0.04014693080333287,Rockland
85,f85de9d7-48df-48af-8839-05875fb256ea,Fire,Good,No,Slow,No,52.0,Omega,Burning energy,1.1271251913333997,-0.6781916894041214,0.7538562476919484,-1.785549060171662,-0.006381104058964748,Rockland
86,880eb1c8-f79b-428d-8281-6688246c408c,Rock,Good,No,Fast,No,39.0,Omega,glacial power,-2.154660308512169,0.17151762404086668,-2.4173733272381317,-0.37648285150103356,-0.8014791568346026,Rockland
87,01e9062e-4922-4e36-b721-b681436ee2af,Wind,Good,Yes,Medium,Yes,60.0,Gamma,Meka energy,-2.334510366015121,-0.1363725126967097,-2.4663395403597317,-0.3235880345461164,-0.9952454452736588,Rockland
88,12685bf7-3bd7-4464-b3fe-b46f18370d9d,Meka,Evil,Yes,Medium,Yes,43.0,Alpha,Meka energy,-2.124893698834022,-1.2483724336529534,-2.1091429287475556,-0.3668662661304063,-1.4004390750360607,Rockland
89,fb549aad-1bba-4645-81c7-3f390b336ce1,Ice,Evil,No,Fast,No,51.0,Gamma,stalagmites,1.1685079749329759,-2.7071341772272604,-1.0669793210464542,-1.9864356145592845,3.162311067602772,Windland
90,89a9a684-8ddc-4ebc-bbdd-1eddb875daf6,Rock,Evil,No,Slow,Yes,38.0,Gamma,Magical light power,-0.3083997751546079,-0.8425912866557579,-3.4501592179146163,-0.7948473422869533,-1.1474942938616846,Iceland
91,266169b7-1513-4bf3-a4b0-a21ab12d3c1f,Wind,Good,Yes,Slow,Yes,44.0,Alpha,glacial power,-2.6542539960962594,-0.5510689549053036,-2.6656360473789764,-3.298824897265728,-2.05879966202901,Rockland
92,5b81250b-5811-4787-a00f-40f710284d5f,Aoki,Good,Yes,Slow,No,36.0,Gamma,Magical light power,-1.523603792106535,-0.6046027901657179,-0.743027738321893,-3.0318446284855534,1.936376779956626,Rockland
93,799b2d4a-5317-4e3c-baec-bf9678db3224,Ice,Good,Yes,Slow,No,60.0,Omega,whirlwind,0.8105762320881571,-1.5416536183849225,0.41636102235385664,-0.6628452344326657,-0.12598377598138166,Windland
94,150cde3b-1715-4d8d-869a-2c524c32a2b7,Fire,Good,Yes,Medium,Yes,40.0,Beta,whirlwind,2.264991132000578,-0.5216159136062408,-0.39545736026404155,1.1879191100385387,-0.8361980963766256,Iceland
95,386eaf60-d562-4b65-b4bd-8e71f52c9530,Fearsome Darkens,Evil,No,Medium,Yes,58.0,Beta,whirlwind,-1.471780247896553,-1.3395993802741997,-1.725707150925572,-0.1296250876710089,-1.398599133137822,Rockland
96,89a78963-9745-4d3c-8f4d-16176c14e78c,Meka,Good,No,Slow,Yes,50.0,Alpha,Dark bullets,1.7387941704624492,-0.010501560486482653,-1.1808452570839871,1.0156947685951623,-2.0665872659475806,Iceland
97,bd19a5fc-02be-4bfa-b572-5416c792d8be,Fearsome Darkens,Good,No,Medium,No,66.0,Alpha,Magical light power,2.2522609114417977,-2.3938741003369435,2.0232744761954877,-2.3738651999830784,-2.755280344288689,Fireland
98,e76e7d99-d072-4909-9ba3-fb8c19939c5f,Meka,Good,Yes,Slow,Yes,44.0,Omega,Meka energy,0.08426231782687899,3.4874758548603664,-0.07766949971900661,1.97497681189201,2.25529288704341,Fireland
99,6a48e587-dd75-4da6-9237-d14de4287313,Fire,Good,Yes,Medium,No,39.0,Omega,Magical light power,2.4783795285059402,-2.3599867242964594,0.028841450522647194,-1.5548811156774416,-0.7820208789359243,Windland
100,935ede89-305e-4c53-9e89-82d83c3849e5,Wind,Good,No,Fast,Yes,65.0,Alpha,Magical light power,0.14908456206572707,-1.128463198178569,-1.7103489040744337,-0.40804449389479414,0.6492270909883735,Fireland
101,1d348165-8e87-4f92-aeb4-5c3ea5aaea68,Lava,Evil,No,Fast,No,40.0,Beta,Burning energy,0.14249506470269324,-1.6343874018937927,0.2001735061243981,-0.5637184098793933,-0.9149689849828838,Rockland
102,270cd19a-2b32-45c7-a863-b00aa3b642e4,Fearsome Darkens,Good,Yes,Medium,Yes,36.0,Alpha,stalagmites,3.2549380014690885,-1.243261536241094,-3.497336374850527,-3.8345847367744414,1.3596212032497257,Fireland
103,811f4aaf-f8f0-43fc-9818-c25df391cc70,Ice,Evil,Yes,Fast,No,61.0,Omega,glacial power,-0.4080085943679721,-0.3909199518856947,-0.9766148872906377,-0.6636733336010877,-2.087799000579049,Rockland
104,13860007-60a9-4db3-8799-559f507fbfe9,Aoki,Good,No,Fast,No,39.0,Omega,Magical light power,0.28340975542083113,-0.0222494469660115,1.8661067641468612,-0.07043574364698946,-3.6456946456135264,Windland
105,9b9de956-1376-4e9d-8ee6-8d4f2a892969,Fearsome Darkens,Good,No,Fast,Yes,35.0,Omega,Meka energy,0.4777800300888819,-2.282268808921394,0.3494218921089729,0.8530064863925486,-2.145571565272495,Rockland
106,f04e8948-4f75-483c-a170-23bb4c83e50b,Sea,Good,No,Slow,Yes,47.0,Gamma,Magical light power,-0.13029977190577036,-1.51676679952317,0.19997928608166382,-0.46916967950573385,0.5648589287444723,Fireland
107,4bad881c-b9ca-4c6e-91eb-09ac644eca52,Aoki,Good,No,Slow,No,47.0,Gamma,Burning energy,-0.3197691617883973,-1.142297604860224,-2.5429016155086206,-0.38986467102953437,2.7412985514102326,Rockland
108,eaa24627-5e75-49ef-ade5-065bdf9d8d3c,Aoki,Good,No,Medium,Yes,56.0,Beta,Dark bullets,0.45554458361103045,-0.1633895041123209,-0.4455284285311132,-1.8530108386224382,-1.4622761286979813,Iceland
109,dc8fe60f-bef2-4290-b49b-ebe188e791a4,Ice,Evil,No,Medium,No,41.0,Gamma,Magical light power,1.658804545405236,-2.12607505724628,-0.5512488003210669,-1.4013465099563198,-0.9386242611826323,Fireland
110,9a08b78b-a3c7-416d-914b-48d7e9182407,Sea,Good,No,Slow,No,60.0,Omega,Meka energy,0.8403475570336123,0.3717289592784643,-1.8465397025678982,1.8898833662021612,-1.6066903558842562,Iceland
111,a2d0e2c1-2ffd-479c-8121-bc3b51decb15,Meka,Evil,Yes,Slow,No,66.0,Gamma,Magical light power,0.7337346439884231,-1.632561753969369,0.23075790160622045,-0.9686008307894343,0.6393439976027158,Windland
112,dafa08a1-f825-4fb3-989a-ca966a4f85a4,Meka,Good,Yes,Slow,No,53.0,Omega,whirlwind,-1.3773312036012508,-2.6101374124744163,1.0047673662526835,2.2786587679602244,-1.0515141824667178,Iceland
113,a1f4ae89-bc07-47de-9225-331db243ec68,Sea,Evil,No,Medium,No,53.0,Gamma,Meka energy,-3.9859714539354116,-0.08316479462611237,-3.9260287151677207,-2.782142147757053,-1.6162179080748698,Rockland
114,3c73ad9e-f16a-468b-b69b-0ac8e2cc0eae,Lava,Evil,No,Medium,Yes,55.0,Gamma,Magical light power,2.8207191090393167,-1.9960491553848079,0.1618517568824973,2.1152541200164086,-1.2900588977833767,Iceland
115,caf46a64-e98c-4b87-8208-fe85cce7824b,Sea,Evil,Yes,Slow,Yes,57.0,Alpha,Dark bullets,1.326469559927326,-1.9845597163804642,-1.1603325506020696,-2.3299976952338817,0.0015888392616882907,Iceland
116,293622b9-6ac9-49cd-91cc-fbf172995a26,Rock,Good,Yes,Slow,Yes,37.0,Gamma,Meka energy,0.9629470886428884,-1.6653658353674174,0.3278335328462705,5.5024368551759295e-05,-1.5119863406179965,Rockland
117,2a1b4a1a-6255-45cf-ab6f-3e183bf37c63,Fire,Good,Yes,Medium,No,52.0,Beta,Meka energy,3.513114230216317,-0.45371291757806176,3.3301195437424624,-1.303512787308986,0.13924455680983905,Rockland
118,dfba0719-ce5a-4ac9-a258-206703fc3302,Lava,Good,No,Medium,Yes,38.0,Beta,glacial power,1.4684777230591575,-0.8224756160952712,1.7375107393182785,-0.3900472519565015,0.43436954780288217,Rockland
119,3a1389b0-488b-489c-9fee-af5373a4b85f,Fire,Evil,Yes,Medium,Yes,35.0,Gamma,Magical light power,3.2712573785401893,0.20363624395755764,-4.882909167813638,-4.319794796073133,2.5226803295891598,Fireland
120,3f006f13-aa3f-49e2-98c4-e8ce52fe9aa7,Lava,Evil,Yes,Medium,No,39.0,Beta,glacial power,2.4463488962811653,-2.07482924307267,1.270061417526568,-0.18440409732619412,-0.9275706003337114,Windland
